customerID,NbContacts,LastContactDays,SatisfactionScore,FeedbackText
C4125,3.0,69,4.0,GREAT SERVICE AND FAIR PRICE THANK YOU.
C5344,0.0,127,3.0,"HHonestly, average experience so far"
C0109,1.0,68,5.0,Got a minor outage last wweek!
C1906,,42,3.0,"Happy with the internet speed and support Happy with the internet speed and support No issues lately, satisfied customeer The new router works well, stable connection"
C0174,3.0,128,3.0,"The new router works well, stable connection No issues lately, satisfied customer Thank yoou."
C5050,,147,,"Good service overall, nothing major to complain about Thaank you. Good service overall, nothing major to complain about"
C1017,0.0,58,1.0,"Honestly, happy with the internet speed and upport"
C2531,5.0,135,2.0,"No issues lately, satisfied customer Thank you."
C1937,2.0,160,3.0,Happy with the internet speed and support
C3511,3.0,92,2.0,"The new router wworks well, stable connection Billing is cclear and correct each month Happy with the internet speed and support"
C1996,1.0,97,5.0,"Goood service overall, nothing maajor to complain about No issues lately, satisfied customer Happy wih the internet speed and support Support aggent was kind and solved my issue quickly"
C5078,0.0,146,4.0,"HELPFUL CHAT SUPPORT, FAST RSOLUTION"
C0651,2.0,27,1.0,"No issues lately, satisfied cutomer No issues lately, satisfied customer Thank you. No issues lately, satisfied customer"
C0491,2.0,107,3.0,"GOD VALUE FOR THE MONEY PHONE LINE IS FINE, INTERNET VARIES"
C1127,1.0,72,2.0,"Occasional hiccups but nothing too bad No issues lately, satisfied customer Hnestly, good value for the money"
C3069,2.0,175,,"Great service and fair price Good value for the money Phone line is fine, interent varies"
C4086,2.0,122,3.0,Email supprt replies after some days
C2430,0.0,123,3.0,Speed never matches what as promised in the contract
C1655,4.0,155,1.0,Installation took longr than expected
C1243,2.0,0,1.0,"Honsetly, helpful chat support, fast resolution"
C3079,3.0,98,2.0,"Billing erroors keep happening, I am really tired of this"
C1675,2.0,167,3.0,"Service is oaky but could be better The new router works well, stable connection"
C0311,0.0,5,5.0,"Honestly, i have opened sevreal tickets and nothing was fixed!!!"
C1951,6.0,44,2.0,Happy with the internet sspeed and support
C4900,0.0,80,1.0,Average experience so far Happy with the internet speed and support
C3636,2.0,6,2.0,Average experiencce so far
C2693,6.0,47,2.0,"Honestly, email support replies after some days"
C1100,,59,1.0,"Honestlly, service is okay but could be better"
C2279,1.0,168,1.0,"GOOD SERVICE OVERALL, NOTHING MAJOR TO COMPLAIN ABOUT THANK YYOU."
C2602,3.0,172,,"Billing errros keep happening, I am really tired of this Internet is slow aand unstable alomst every evening Outages every week, unacceptable service"
C0325,9.0,59,3.0,Email support replies after some days Installation took longer than expected
C4267,1.0,170,4.0,"Good service overall, nothing majjor to complain about"
C3399,0.0,23,2.0,"Service is okay but could be better Billing errors eep happening, I am really tired of this Thank you. Terrible experience, worst provider I used"
C2364,3.0,81,5.0,Everything works fiine for our family!!!
C0195,1.0,24,5.0,Average experience so far Average experience so far Thank you. Price is a bit high comparred to others Thank you.
C1877,4.0,139,,Service is okay but cuold be better Price is a bit high compared to others
C2714,1.0,19,1.0,"Outages every wee, unacceptable service Thank you.!"
C2808,2.0,102,2.0,Sometimes the speed drops at night Thank youu.
C5256,2.0,12,5.0,Sometimes he speed drops at night!!!
C5376,3.0,32,1.0,"Good service overall, nothing major to complain about Honestly, great service and fair price Email support replies after some days Occasional hiccups but nothing too bad"
C4419,3.0,169,3.0,"Good service overall, notihng major to complain about Hnestly, billing is clear and correct each month"
C0443,1.0,22,3.0,Support agent was kind and solved my issue quickly Support agent was kind and solved my issue quickly
C2035,0.0,24,3.0,"It works, not amazing, not terrible Everything works fine for our family"
C1823,3.0,78,4.0,"The new router works well, stable connection Helpful chat suppor,t fast resoltuion"
C4982,3.0,33,2.0,"Good service overall, nothing major to complain about Email support replies after some days Price is a bit high compared to others Installation took longer than expected Helpful chat support, fast resloution"
C3126,1.0,48,1.0,LATENCY AND DISCONNECTS MAKE IT IMPOSSIBLE TO WORK
C4272,4.0,55,5.0,Service is okay but could be bettre Thank you.
C2635,3.0,119,,"It works, nnot amazing, not terrible"
C1504,3.0,146,,"NO ISSUES LATELY, SATISFIED UCSTOMER!"
C3624,3.0,109,3.0,"Honestly, the new router works well, stable connection Occasional hiccups but nothing too bad"
C0050,4.0,96,4.0,"The new router works well, stable connection Happy with the internet peed and support Thank you."
C0530,2.0,149,4.0,Occasional hiccups but nothing too bad Thnak you.
C4028,4.0,78,3.0,"Great service and fair price The new router works well, stable connection No issues lately, satisfied customer"
C5372,5.0,9,3.0,"No issues lately, satisfied customer Good value for the mony"
C1577,4.0,5,2.0,"Honestly, god value for the money"
C0427,4.0,63,1.0,"No issues lately, satisfied customer Honestly, great service and fair price Email support replies aafter some days"
C1160,4.0,128,3.0,Support agent as kind and solved my issue quickly Thank you.
C5403,0.0,141,4.0,"VERY BD SUPPORT, NO ONE ANSWERS MY CALLS OCCASIONAL HICCUPS BUT NOTHING TOO BAD"
C1029,1.0,37,3.0,Great service nd fair price!!!
C0752,3.0,131,,"Phone line is fine, internet varies!!"
C5179,3.0,0,4.0,They overcharged me wtice and ignored my emails
C4855,2.0,166,,"HONESTLY, GOT A MINOR OUTAGE LAST WEEK THANK OYU."
C4497,2.0,35,3.0,Email support replies after some days Sometimes the speed drops at night
C5115,1.0,100,5.0,Service is okay buut could be better!!
C1936,1.0,41,3.0,Happy with the internet speed nd support
C4157,3.0,167,5.0,"No issuse lately, satisfied customer Good service overall, nothing major to complain about"
C0641,3.0,39,5.0,Good value for the money!!
C3492,1.0,54,1.0,"Billing errors keep happening, I am really tired of this Honesstly, too expensive fro poor quality, thinking to cancel Installation took longer than expected Terrible experience, worst provider I uesd"
C3827,2.0,71,2.0,Aveerage experience so far
C2552,,53,3.0,Speed never matches what was promised in the contract Thank you. Internet is slow and unstable lamost every evening Sometimes the speed drops at night
C1345,1.0,170,5.0,"The new router works well, stable connection Thank you. Great service and fair price oGt a minor outage last week Sometimes the speed drops at night"
C1619,0.0,36,3.0,"Honestly, service is okay but could be better thank you."
C2007,2.0,1,5.0,"Email support replies after some days Honestly, service is okay but could be better Sometimes the speed drops at night Honestly, it works, nnot amazing, not terrible!!"
C3474,3.0,146,,Latency and disconnects mmake it impossible to work!
C1446,2.0,56,4.0,Average experience so far Thank you.
C4964,0.0,169,2.0,"Installation took longer than expected Price is a bit high compared to others Installation took llonger than expected Honestly, great service and fair price"
C2040,0.0,107,5.0,"Phone line is fine, internet varies Thank you. It works, not amazing, not terrible It works, not amazing, not terrible Billing is lear and correct each month"
C2484,3.0,28,2.0,"Honestly, price is a bit high compared to others onestly, everything works fine for our family The new router works well, stable connection"
C2338,4.0,150,2.0,INSTALLATOIN TOOK LONGER THAN EXPECTED
C4723,,93,4.0,"Hnoestly, great service and fair price Phone line is fine, internet varies"
C3673,1.0,5,5.0,"Email support replies after some adys It works, not aamzing, not terrible No issues lately, satisfied customer Sometimes the speed drops at night!!"
C1650,,164,5.0,"BILING ERRORS KEEP HAPPENING, I AM REALLY TIRED OF THIS THANK YOU."
C2228,6.0,169,,"Billing rerors keep happening, I am really tired of this Thank you."
C3942,1.0,153,2.0,"TERRIBLE EXPERIENCE, WORST PROVIDER I USED"
C0656,4.0,151,2.0,"TOO EXPENSIVE FOR POOR QUALITY, THINKING TO CANCEL OTO EXPEENSIVE OR POOR QUALITY, THINKING TO CANCEL TAHNK YOU. BILLING ERRORS KEEP HAPPENING, I AM REALLY TIRED OF THIS"
C2946,1.0,100,3.0,Service is okay but couuld be better Thank you. Service is okay but could be better!
C3263,3.0,58,4.0,Billing is clear and correct each month Thank you.
C3095,2.0,126,4.0,"Great service aand fair price Helpful chat support, fast resolution Everything works fine for our family"
C1375,3.0,78,5.0,SOMETIMES HTE SPEED DROPS AT NIGHT
C5253,1.0,11,,"HONESTLY, NO ISSUES LATELY, SATISFIED CUSTOMER"
C3616,,75,3.0,"Average experience so far No issues altely, satisfied customer"
C3463,3.0,24,2.0,"Sometimes the speed drops at night Greeat service and faair price Honestly, occsional hiccups but nothing too bad"
C4140,2.0,137,3.0,"Honestly, the new router works well, stable connection Good service overal, nothing major to complain baout"
C4993,1.0,132,,Email support replies after some days Thank you.
C3551,2.0,32,1.0,Email support replies after some days Everything works fine for our family!!
C1277,2.0,70,5.0,Occasional hiccups but nothing too bad Got a minor outage last week Everything works fine for our family
C3949,1.0,122,1.0,Sometimes tthe speed drops at night
C0163,6.0,13,2.0,Occasional hiccups but nothing too bad I have opened sveeral tickets and nothing was fixed!!
C3125,2.0,43,,EVERYTHING WOKRS FINE FOR OUR FAMILY
C3502,2.0,118,1.0,"No issues lately, satisfied cusotmer Average experience so far"
C0682,2.0,82,,"INSTALLATION TOOK LONGER TAHN EXPECTED THANK YOU. SERVICE IS OKAY BUT COULD BE BETTER NO ISSUES LATELY, SATISFIED CUSTOMER"
C2460,3.0,162,2.0,"Billing errors keep happening, I am really tired of this"
C4876,4.0,82,3.0,"It works, not amazing, not terrible Thank you."
C4401,1.0,31,1.0,Average experience so far Installation took lnger than expected!!
C1252,5.0,171,5.0,"Sevice is okay but coould be better Good service overall, nothing major to complain about Everthing works fine for our family"
C5292,1.0,61,4.0,nstallation took longer than expected!!!
C1440,2.0,71,2.0,"God service overall, nothing major to complain about"
C2108,2.0,176,1.0,"GOOD SERVICE OVERALL, NOTHING MAJOR TO COMPLAIN ABOUT!!!"
C3117,1.0,121,5.0,"IT WORKS, NOT AMAZING, NOT TERRIBLE HONESTLY, EEMAIL SUPPORT REPLIES AFTER SMOE DAYS GOOD VALUE FOR THE MONYE!!!"
C3799,3.0,160,3.0,"Very bad supportt, no one answers my calls Honestly, installation took longer than expected"
C2506,1.0,161,5.0,"OUTAGES EEVRY WEEK, UNACCEPTABLE SERVICE"
C3716,2.0,150,5.0,Prcie is a bit high compared to others Thank you.!!!
C2321,4.0,93,2.0,"Email uspport replies after some days Priec is a bit high compared to others The new router works well, stable connection"
C3074,5.0,42,3.0,"It works, not amazing, not terrible"
C4606,0.0,171,4.0,"HONESTLY, INTERNET IS SLOW AND UNSTABLE ALMOST EVERY EVENING"
C4965,2.0,93,2.0,Istallation took longer than expected Average experience so far Thank you.
C3940,1.0,134,2.0,Speed neevr matches what was promised in the contract Thank you.
C0590,0.0,21,4.0,Happy with the internet speeed and support!
C2730,4.0,68,3.0,SERVICE IS OKAY BUT COULD BE BETTER GREAT SERVICE AND FAIR PRICE THANK YOU.
C1120,,96,,Email support replies after somme days!!!
C3845,0.0,41,2.0,Happy with the internet speed and support!!
C1604,1.0,1,3.0,Internet is slow and unstable almost every evvening
C1268,4.0,151,,Emaiil support replies after some days!!!
C1554,1.0,87,,"Email support replies after some days Great service and fair price Great service and fair price Support agent was kind and solved my issue quickly Honestlyy, it works, not amazingg, not terrible thank you."
C0035,0.0,86,3.0,"Sometimes the speed drops at night Honestly, averae experience so far Service is okay but could be better Thank you."
C0106,3.0,98,5.0,"Billing errors keep happening, I am really tired of ths"
C4102,4.0,48,3.0,Everything works fiine for our family
C3066,7.0,1,4.0,Occasional hiccpus but nothing too bad Occasional hiccups but nothing too bad
C4026,2.0,39,3.0,"Phone line is fine, inteernet varies"
C3315,4.0,40,1.0,They overcharged me twice nd ignored my emails
C3407,2.0,13,3.0,"HONESTLY, INTERNET IS SLOW AND UNSTABLE AMLOST EVERY EVENING INTERNET IS SOLW AND UNSTABLE ALMOST EVERY EVENING"
C3233,3.0,93,2.0,SUPPORT AGENT WAS KIND AND SOLVED MY ISSUE QUICKLY HAPPY WITH THE INTERNET SPEED AND SUPPORT THANK YOU.
C3057,0.0,85,5.0,Good value for the monney
C3147,2.0,3,1.0,"Phone line is fine, inetrnet varies"
C4011,1.0,14,1.0,Everything works fine for ur family!!
C2522,1.0,25,4.0,"Goood service overall, nothing major to complain about Thank yo.u Support agent was kind and solved my issue quickly"
C4820,3.0,63,1.0,Service is okay but could be better Thank you.
C0584,6.0,133,2.0,"Helpful chat support, fast esolution Sometimes the speed drops at night"
C3349,1.0,142,,BILLING IS CLEAR AND CORRECT ACH MONTH GREAT SERVICE AND AIR PRICE OCCASIONAL HICCUPS BUT NOTHING TOO BAD
C0319,1.0,156,3.0,HAPPY WIITH THE INTERNET SPEED AND SUPPORT
C1020,3.0,80,2.0,AVERAGE EXPERIENCE SO FAR
C3153,2.0,157,1.0,Speed never matches what was pomised in the contract
C4634,0.0,129,5.0,"OUTAGES EVERY WWEEK, UNACCEPTABLE SERVICE OUTAGES EVERY WEEK, UNACCEPTABLE SERVICE"
C1331,2.0,106,2.0,"Price is a bit high compared to others The new router worsk well, stable connection"
C1592,4.0,116,5.0,"Helpful chat support, fast resolution The new ruoter works well, stable connection"
C3575,0.0,153,1.0,"Honestly, good service overall, nothing major to complain about Got a minor outage last week!"
C2092,4.0,88,3.0,"Billing is clear and correct each month Honestly, good service overall, nothing major to complain about thakn you.!"
C2856,1.0,80,4.0,Great serviice and fair price
C4175,4.0,30,1.0,"Billing erors keep happening, I am really tired of this"
C5383,,123,,INSTALLATION TOOK LONGER THAN EXPECTED!
C3017,4.0,163,5.0,They overcharged me twice nad ignored my emails
C0473,0.0,124,5.0,"Helpful chat support, fast resolution Honestly, great service and fair priec The new router works well, stable connection"
C3157,5.0,111,3.0,"The new router works well, stable connection Email support replies after some days Good value for the money Price is a bit high compared to others!!!"
C5063,2.0,167,1.0,"Speed never matches what was promised in the contract Outages every week, unacceptable service Thank you. Average experience so far"
C2022,1.0,3,1.0,Price is a bit ihgh compared to others!!!
C1986,1.0,169,3.0,"No issues latel, satisfied customer Thank you. Honestly, billing is clear and correct each month Service is okay but could be better hTank you."
C3914,1.0,52,4.0,"Got a minor outage last week No issues lately, ssatisfied customer"
C5232,2.0,86,3.0,Everything works fine for our famly Average experience so far Sometimes the speed drops at night!
C2961,1.0,35,,"Honestly, outages every week, unacceptable service Outages every week, unacceptable service"
C0232,1.0,6,3.0,"Sometimes the speed drops at night Thank you. The nnew router wworks well, stable connection"
C1212,3.0,177,3.0,"Honestly, good service overall, nothing major to complain about!!"
