customerID,ContractType,MonthlyCharges,TotalCharges,PaymentMethod,InternetService
C1043,Month-to-month,113.36,2387.89,Mailed check,None
C1572,One year,63.92,4108.81,Electronic check,DSL
C3445,Month-to-month,103.54,2151.93,Electronic check,Fiber optic
C3106,Month-to-month,26.46,462.78,Electronic check,Fiber optic
C1426,Month-to-month,26.21,2085.39,Electronic check,DSL
C4663,Month-to-month,56.5,2304.19,Electronic check,Fiber optic
C2466,Month-to-month,41.65,165.23,Credit card,DSL
C3327,One year,77.04,1108.39,Electronic check,Fiber optic
C4489,One year,40.15,36.77,Bank transfer,DSL
C0004,Month-to-month,127.31,1871.61,Electronic check,Fiber optic
C2490,Month-to-month,113.62,4839.61,Credit card,DSL
C2351,One year,128.08,2219.22,Credit card,Fiber optic
C1722,Two year,108.85,1027.13,Credit card,Fiber optic
C3522,Month-to-month,124.62,21.17,Credit card,Fiber optic
C4752,Month-to-month,60.49,4112.33,Mailed check,Fiber optic
C2640,Two year,74.77,1340.37,Electronic check,DSL
C3810,Month-to-month,46.38,1710.89,Credit card,DSL
C5082,Month-to-month,89.94,4175.47,Electronic check,DSL
C3623,Two year,106.71,6337.44,Bank transfer,Fiber optic
C1751,Month-to-month,74.86,2951.6,Electronic check,Fiber optic
C4188,One year,52.6,173.75,Electronic check,DSL
C3877,Month-to-month,75.84,428.53,Bank transfer,Fiber optic
C1391,Month-to-month,26.92,1441.6,Mailed check,Fiber optic
C0695,Month-to-month,99.32,,Electronic check,DSL
C2325,Month-to-month,69.68,1272.15,Credit card,Fiber optic
C4223,One year,118.81,1088.51,Credit card,Fiber optic
C2746,Month-to-month,121.56,,Electronic check,DSL
C0766,One year,33.81,1210.02,Electronic check,Fiber optic
C1925,Month-to-month,129.57,2084.94,Bank transfer,Fiber optic
C2543,Month-to-month,126.68,648.09,Electronic check,DSL
C5265,One year,88.98,855.07,Credit card,None
C1632,Month-to-month,110.8,8155.2,Electronic check,Fiber optic
C1208,Month-to-month,22.03,441.35,Electronic check,DSL
C0201,Month-to-month,126.74,3036.37,Credit card,Fiber optic
C0379,Month-to-month,70.19,1867.76,Mailed check,Fiber optic
C5386,Month-to-month,120.07,,Electronic check,DSL
C3893,One year,62.36,1856.67,Credit card,DSL
C0597,One year,106.7,8309.54,Bank transfer,Fiber optic
C3731,One year,65.97,24.04,Credit card,None
C3396,Two year,59.9,27.17,Electronic check,Fiber optic
C4716,Two year,124.15,3414.35,Mailed check,DSL
C1593,One year,96.9,5232.77,Electronic check,None
C3146,Month-to-month,112.41,4753.57,Mailed check,None
C4050,One year,79.77,4566.19,Credit card,Fiber optic
C3274,Month-to-month,121.02,9575.58,Credit card,Fiber optic
C1999,Month-to-month,101.4,2663.84,Credit card,Fiber optic
C1209,Month-to-month,27.94,1210.08,Credit card,None
C0046,Two year,104.36,2917.6,Credit card,DSL
C0874,Two year,22.06,531.14,Credit card,DSL
C3483,One year,111.2,5439.57,Bank transfer,Fiber optic
C1793,Month-to-month,56.51,2531.55,Mailed check,DSL
C1441,Month-to-month,85.81,4628.8,Electronic check,None
C4244,Month-to-month,102.43,5588.96,Credit card,Fiber optic
C3806,Two year,90.07,5881.71,Credit card,Fiber optic
C0412,One year,93.96,5994.35,Credit card,Fiber optic
C4567,One year,118.19,9972.84,Credit card,DSL
C2042,Month-to-month,61.14,3385.94,Electronic check,Fiber optic
C0995,Month-to-month,80.19,1395.15,Credit card,Fiber optic
C3740,Month-to-month,39.24,2677.35,Electronic check,Fiber optic
C1093,Month-to-month,71.43,3587.66,Bank transfer,DSL
C3807,Month-to-month,36.5,2621.31,Credit card,Fiber optic
C4352,Month-to-month,89.69,3112.81,Credit card,DSL
C4579,Two year,55.67,1615.76,Credit card,Fiber optic
C4878,One year,114.49,,Bank transfer,DSL
C2600,One year,57.79,3253.18,Electronic check,None
C3626,Month-to-month,51.55,2764.53,Bank transfer,
C4136,Month-to-month,74.04,3108.73,Bank transfer,Fiber optic
C3496,Month-to-month,39.29,2194.2,Electronic check,DSL
C4972,Month-to-month,42.42,3609.38,Electronic check,DSL
C3653,Two year,106.15,7160.22,Credit card,Fiber optic
C1304,Month-to-month,74.69,,Bank transfer,Fiber optic
C3889,Month-to-month,42.7,1594.07,Credit card,Fiber optic
C3687,Month-to-month,23.47,1350.93,Bank transfer,None
C2124,One year,71.31,4987.71,Bank transfer,DSL
C2026,Two year,101.69,1128.51,Electronic check,
C2272,One year,58.63,1018.14,Mailed check,DSL
C4271,Month-to-month,47.28,701.72,Electronic check,Fiber optic
C3970,Month-to-month,63.6,200.46,Credit card,DSL
C1960,One year,125.5,3169.7,Credit card,Fiber optic
C2250,Month-to-month,66.55,1178.79,Credit card,None
C3604,Month-to-month,48.56,2476.07,Electronic check,Fiber optic
C0635,Month-to-month,82.62,2982.87,Mailed check,Fiber optic
C2341,Month-to-month,109.18,6219.25,Credit card,Fiber optic
C1921,Month-to-month,22.46,1211.93,Credit card,None
C2226,One year,81.39,1967.56,Bank transfer,Fiber optic
C2752,Month-to-month,111.99,4747.17,Credit card,None
C2620,Two year,43.72,1434.73,Bank transfer,Fiber optic
C4425,Two year,121.39,4166.28,Bank transfer,
C0661,Month-to-month,83.55,2106.79,Credit card,Fiber optic
C5349,Month-to-month,76.84,2144.54,Bank transfer,Fiber optic
C1236,One year,126.0,1682.31,Electronic check,Fiber optic
C1895,Two year,34.26,1703.4,Electronic check,Fiber optic
C3138,Month-to-month,101.42,5700.29,Bank transfer,Fiber optic
C1252,Two year,110.04,115.19,Mailed check,None
C1753,One year,73.74,1789.04,Mailed check,
C0527,Two year,20.71,,Credit card,Fiber optic
C3399,Two year,77.68,6252.78,Electronic check,DSL
C3340,Month-to-month,36.89,1706.94,Bank transfer,Fiber optic
C2711,Month-to-month,81.88,7180.67,Electronic check,DSL
C4446,Month-to-month,101.25,4156.07,Electronic check,Fiber optic
C3817,Month-to-month,78.42,4890.46,Electronic check,Fiber optic
C3407,One year,89.39,2514.78,Electronic check,Fiber optic
C0511,Two year,31.43,1464.76,Electronic check,Fiber optic
C1695,Two year,30.68,2021.44,Bank transfer,Fiber optic
C3442,Month-to-month,113.6,3110.64,Electronic check,Fiber optic
C3191,Month-to-month,25.43,825.44,Electronic check,Fiber optic
C4785,One year,51.27,7.32,Electronic check,Fiber optic
C0161,Month-to-month,123.15,6364.57,Electronic check,None
C4717,Month-to-month,70.48,3845.02,Credit card,Fiber optic
C3117,Two year,94.2,3133.63,Electronic check,DSL
C3908,Two year,44.39,2099.8,Electronic check,DSL
C0049,Two year,49.76,1434.67,Credit card,
C2882,Month-to-month,75.99,6517.29,Electronic check,Fiber optic
C2447,One year,90.19,1100.57,Bank transfer,DSL
C3195,One year,125.65,4752.44,Electronic check,Fiber optic
C3433,Month-to-month,83.19,2054.62,Electronic check,DSL
C4410,Two year,30.56,,Electronic check,DSL
C4474,Month-to-month,60.36,2982.32,Electronic check,Fiber optic
C1807,One year,46.86,,Electronic check,None
C4000,One year,47.98,1662.92,Bank transfer,DSL
C1798,Month-to-month,75.59,6440.44,Bank transfer,DSL
C2236,One year,54.83,2841.89,Bank transfer,Fiber optic
C3571,Month-to-month,51.82,449.06,Electronic check,DSL
C5198,One year,126.48,8574.16,Bank transfer,DSL
C0238,One year,84.24,2591.27,Mailed check,DSL
C3186,One year,48.8,2321.23,Electronic check,None
C2754,Two year,50.35,1369.94,Electronic check,Fiber optic
C3313,Month-to-month,109.21,4556.89,Credit card,DSL
C5281,Month-to-month,117.51,,Electronic check,DSL
C3829,Two year,94.69,826.55,Credit card,Fiber optic
C1046,One year,67.46,5576.84,Electronic check,
C5387,Two year,104.1,,Electronic check,DSL
C0221,Month-to-month,123.11,8119.72,Electronic check,DSL
C3228,One year,38.28,810.47,Bank transfer,DSL
C4624,Two year,114.79,59.81,Electronic check,DSL
C0223,Two year,113.37,3280.16,Bank transfer,Fiber optic
C0688,Two year,60.32,2557.79,Mailed check,
C3512,Month-to-month,52.1,2781.5,Bank transfer,
C1112,Month-to-month,82.18,4741.22,Credit card,Fiber optic
C3783,Month-to-month,49.95,405.11,Credit card,None
C1489,Month-to-month,35.99,1467.82,Electronic check,Fiber optic
C4926,Month-to-month,124.84,1510.93,Bank transfer,None
C2132,Two year,74.05,4684.32,Mailed check,None
C4977,One year,71.95,1532.5,Credit card,Fiber optic
C2682,Two year,33.87,229.74,Electronic check,DSL
C1734,Two year,75.46,3469.78,Electronic check,Fiber optic
C3725,Month-to-month,101.71,2386.89,Electronic check,DSL
C2678,Month-to-month,47.29,3538.93,Bank transfer,Fiber optic
C2765,Month-to-month,60.58,2250.41,Electronic check,DSL
C4837,One year,39.68,793.99,Electronic check,DSL
C2280,Month-to-month,59.06,1637.56,Bank transfer,Fiber optic
C3454,One year,114.74,4242.94,Bank transfer,Fiber optic
C2067,Month-to-month,46.08,1060.91,Bank transfer,None
C0671,Month-to-month,23.25,,Credit card,Fiber optic
C3853,Month-to-month,78.98,4267.58,Electronic check,DSL
C0159,One year,83.74,2465.5,Electronic check,DSL
C5304,Two year,56.18,770.53,Credit card,Fiber optic
C0427,Two year,90.57,5147.77,Credit card,
C2867,Two year,24.17,2144.28,Credit card,None
C1837,Month-to-month,57.46,3126.88,Electronic check,DSL
C0563,One year,35.9,2272.75,Electronic check,DSL
C0330,Month-to-month,45.28,512.19,Bank transfer,DSL
C0255,Month-to-month,62.08,1237.83,Credit card,None
C4906,One year,74.28,3525.84,Electronic check,Fiber optic
C1634,Month-to-month,30.25,2006.12,Mailed check,Fiber optic
C0167,Month-to-month,31.15,1904.59,Electronic check,DSL
C1249,Month-to-month,94.14,1923.56,Electronic check,Fiber optic
C1955,Two year,64.45,420.82,Electronic check,Fiber optic
C1035,One year,39.42,2987.24,Electronic check,DSL
C3880,Month-to-month,45.84,2400.29,Credit card,Fiber optic
C0938,Two year,99.21,5169.7,Electronic check,Fiber optic
C4621,Two year,25.69,,Electronic check,DSL
C1786,Two year,75.96,,Electronic check,DSL
C4964,One year,59.64,4939.21,Electronic check,DSL
C2100,Month-to-month,109.23,671.6,Electronic check,Fiber optic
C3022,Month-to-month,106.91,1700.3,Electronic check,Fiber optic
C1375,Month-to-month,95.81,3825.99,Electronic check,Fiber optic
C5329,Two year,62.33,2976.96,Electronic check,
C1342,One year,89.44,3174.46,Mailed check,Fiber optic
C2549,Month-to-month,90.38,4264.54,Electronic check,DSL
C5043,One year,56.54,4766.7,Credit card,Fiber optic
C4741,One year,116.8,8056.35,Credit card,None
C0211,Two year,128.33,,Credit card,Fiber optic
C2556,Month-to-month,54.59,1524.33,Electronic check,DSL
C4872,One year,108.14,3989.37,Bank transfer,
C3075,Month-to-month,75.1,563.58,Electronic check,DSL
C3250,Month-to-month,71.0,730.83,Bank transfer,Fiber optic
C1625,One year,62.52,26.3,Electronic check,DSL
C0623,Month-to-month,52.12,476.87,Electronic check,Fiber optic
C1990,One year,121.15,2721.86,Credit card,Fiber optic
C0835,Month-to-month,101.49,5820.64,Electronic check,
C2471,Two year,68.48,250.54,Credit card,None
C5364,Two year,102.67,3577.37,Electronic check,Fiber optic
C4637,Month-to-month,99.05,3562.09,Bank transfer,DSL
C0337,One year,49.41,2793.62,Credit card,None
C2845,Month-to-month,39.37,1014.73,Electronic check,DSL
C4365,One year,111.99,8276.1,Mailed check,Fiber optic
C5354,Month-to-month,109.25,,Electronic check,Fiber optic
C3036,Month-to-month,129.65,,Mailed check,None
C0565,Two year,22.13,1572.07,Electronic check,Fiber optic
C5126,Month-to-month,79.44,5759.48,Credit card,Fiber optic
C2796,One year,97.15,3541.81,Electronic check,Fiber optic
C0104,Month-to-month,84.08,1782.93,Electronic check,DSL
C4876,One year,98.15,1123.57,Electronic check,Fiber optic
C4016,Month-to-month,35.1,1278.8,Electronic check,Fiber optic
C0865,Month-to-month,20.17,414.02,Electronic check,DSL
C3552,Month-to-month,30.23,830.7,Credit card,DSL
C2968,Month-to-month,61.81,2545.34,Credit card,Fiber optic
C3767,Two year,56.18,3278.85,Electronic check,None
C1254,Two year,116.14,1938.87,Bank transfer,Fiber optic
C3568,Two year,29.19,,Electronic check,Fiber optic
C1443,Month-to-month,68.7,2657.29,Bank transfer,DSL
C4275,Month-to-month,125.36,,Electronic check,DSL
C2213,One year,75.32,702.86,Credit card,Fiber optic
C4409,Two year,34.56,1870.44,Credit card,DSL
C3961,One year,52.04,3089.13,Bank transfer,Fiber optic
C3809,Month-to-month,88.95,2163.98,Credit card,DSL
C3569,Two year,21.32,1088.78,Mailed check,
C2199,Month-to-month,126.49,,Mailed check,DSL
C2641,Two year,82.37,5678.67,Bank transfer,DSL
C2012,Two year,97.46,1097.44,Bank transfer,Fiber optic
C0710,Two year,74.89,384.3,Bank transfer,Fiber optic
C2285,Month-to-month,125.37,10644.77,Bank transfer,DSL
C3693,Month-to-month,84.81,1104.19,Bank transfer,Fiber optic
C1998,One year,92.82,4898.5,Credit card,Fiber optic
C4920,Month-to-month,114.69,7651.92,Mailed check,DSL
C4669,Month-to-month,114.77,,Electronic check,Fiber optic
C5192,One year,23.1,609.92,Electronic check,DSL
C2756,Month-to-month,51.16,512.26,Electronic check,DSL
C0236,Month-to-month,47.09,1259.83,Credit card,Fiber optic
C4937,Month-to-month,20.73,541.64,Electronic check,Fiber optic
C2663,Two year,116.45,5583.65,Bank transfer,Fiber optic
C1490,Two year,54.89,2238.17,Bank transfer,Fiber optic
C3995,One year,58.16,787.09,Credit card,None
C1738,Month-to-month,30.96,2784.37,Bank transfer,DSL
C2907,One year,128.87,7973.99,Credit card,DSL
C2117,Month-to-month,110.89,6331.97,Electronic check,Fiber optic
C2789,One year,82.9,3844.78,Credit card,Fiber optic
C2291,One year,104.91,,Electronic check,Fiber optic
C2264,Two year,105.48,219.96,Credit card,Fiber optic
C4554,Month-to-month,92.24,5134.58,Credit card,Fiber optic
C0084,Month-to-month,39.14,,Electronic check,None
C4233,Two year,99.23,,Electronic check,None
C1566,Two year,82.66,6801.66,Electronic check,DSL
C5289,Month-to-month,99.65,1040.28,Electronic check,Fiber optic
C1978,Month-to-month,79.78,134.94,Credit card,
C5056,Month-to-month,125.2,6587.92,Mailed check,Fiber optic
C5094,Month-to-month,88.97,,Credit card,None
C4549,Two year,83.1,4143.49,Electronic check,DSL
C1969,One year,112.71,7405.15,Bank transfer,Fiber optic
C3901,Month-to-month,61.72,2710.9,Credit card,None
C4021,One year,54.74,2991.55,Mailed check,DSL
C3672,Month-to-month,75.35,2562.08,Electronic check,None
C0142,Month-to-month,84.29,3903.1,Bank transfer,Fiber optic
C0763,Month-to-month,44.25,1423.82,Bank transfer,DSL
C2411,Month-to-month,95.05,4432.46,Electronic check,DSL
C1816,Two year,108.26,1706.81,Bank transfer,DSL
C4853,Month-to-month,83.51,1760.29,Electronic check,DSL
C1994,One year,77.53,409.03,Electronic check,Fiber optic
C2509,One year,52.41,1327.04,Electronic check,None
C3024,Two year,120.05,5935.68,Bank transfer,DSL
C4959,Two year,102.99,3670.87,Credit card,DSL
C4535,Two year,72.83,1225.58,Electronic check,
C4350,Month-to-month,92.5,5218.14,Credit card,None
C2817,Month-to-month,57.06,1770.61,Electronic check,Fiber optic
C3486,One year,26.58,223.23,Electronic check,DSL
C5207,Month-to-month,42.43,2198.22,Mailed check,Fiber optic
C2710,Month-to-month,28.74,1795.94,Credit card,None
C2883,Month-to-month,75.9,755.08,Credit card,Fiber optic
C3718,Month-to-month,88.43,2770.42,Bank transfer,DSL
C2220,One year,61.85,669.65,Electronic check,DSL
C2512,One year,78.32,4827.72,Credit card,DSL
C5332,One year,29.4,254.34,Bank transfer,DSL
C1889,Month-to-month,104.7,25.07,Credit card,DSL
C0989,Month-to-month,23.61,17.64,Bank transfer,None
C1578,Month-to-month,89.79,,Credit card,DSL
C5374,Two year,67.67,4097.81,Credit card,Fiber optic
C0980,Month-to-month,40.22,2030.0,Credit card,DSL
C4390,Month-to-month,77.54,4631.93,Electronic check,DSL
C1517,Month-to-month,105.9,796.23,Electronic check,Fiber optic
C5219,Month-to-month,65.49,1226.05,Credit card,DSL
C1773,Month-to-month,60.45,1825.71,Electronic check,None
C3967,One year,35.67,3198.28,Electronic check,DSL
C2266,Month-to-month,85.4,4875.04,Electronic check,DSL
C4298,Month-to-month,111.08,5763.83,Electronic check,Fiber optic
C2319,One year,81.75,4263.32,Bank transfer,None
C0824,Month-to-month,38.16,2017.79,Mailed check,None
C1591,Month-to-month,92.74,4642.26,Electronic check,Fiber optic
C2427,Month-to-month,23.32,1503.12,Credit card,None
C1864,Two year,112.19,11.43,Electronic check,Fiber optic
C2957,Month-to-month,121.36,6634.55,Bank transfer,DSL
C5049,Month-to-month,85.67,5873.11,Credit card,Fiber optic
C2477,Month-to-month,117.0,6222.43,Credit card,Fiber optic
C0116,One year,29.3,53.27,Electronic check,Fiber optic
C4849,One year,45.12,,Electronic check,DSL
C1037,One year,54.9,3000.22,Mailed check,
C2248,One year,105.05,2962.23,Electronic check,Fiber optic
C0373,Month-to-month,73.27,4156.75,Electronic check,Fiber optic
C0447,Two year,58.32,1200.4,Electronic check,
C4534,Month-to-month,37.39,,Credit card,DSL
C2394,Month-to-month,109.17,4175.14,Bank transfer,Fiber optic
C4812,One year,22.26,1883.6,Bank transfer,Fiber optic
C4022,One year,57.1,2894.62,Credit card,Fiber optic
C0841,Month-to-month,46.71,301.03,Credit card,DSL
C0101,Two year,34.19,778.75,Electronic check,DSL
C2330,One year,38.92,1781.65,Electronic check,
C3846,Month-to-month,74.32,4491.49,Electronic check,Fiber optic
C3922,Month-to-month,66.87,1730.34,Electronic check,DSL
C3609,Month-to-month,77.02,915.18,Electronic check,DSL
C2792,Two year,100.04,4480.87,Credit card,Fiber optic
C1511,One year,118.16,304.48,Credit card,None
C0421,One year,33.03,838.4,Credit card,None
C2069,One year,29.09,1980.26,Electronic check,Fiber optic
C3914,Two year,55.24,1496.05,Bank transfer,Fiber optic
C0935,One year,80.09,2393.33,Bank transfer,DSL
C0536,Month-to-month,30.99,257.83,Credit card,Fiber optic
C3283,One year,98.76,3730.01,Mailed check,
C4029,One year,81.17,5574.75,Credit card,Fiber optic
C0607,Two year,102.33,6029.25,Bank transfer,DSL
C0440,One year,59.37,987.29,Bank transfer,Fiber optic
C1243,Month-to-month,64.12,3396.12,Credit card,DSL
C1223,Month-to-month,108.83,3576.44,Electronic check,Fiber optic
C4611,Month-to-month,49.37,226.04,Electronic check,Fiber optic
C5278,One year,61.96,3892.89,Electronic check,Fiber optic
C0698,Month-to-month,21.48,272.37,Credit card,Fiber optic
C2034,One year,81.09,2470.56,Electronic check,DSL
C0971,Two year,113.66,647.51,Electronic check,
C4572,Month-to-month,23.07,365.67,Electronic check,DSL
C3410,One year,87.52,4932.39,Bank transfer,Fiber optic
C1849,Month-to-month,113.0,5855.46,Bank transfer,DSL
C4281,Month-to-month,74.33,4283.88,Credit card,Fiber optic
C5154,Month-to-month,54.43,260.86,Bank transfer,
C3691,One year,129.62,1939.72,Mailed check,DSL
C3627,Two year,27.13,622.72,Electronic check,None
C2436,One year,43.15,1219.8,Electronic check,Fiber optic
C3513,Month-to-month,117.38,5861.68,Electronic check,DSL
C2502,Month-to-month,52.7,2027.1,Electronic check,DSL
C0494,One year,110.18,327.62,Electronic check,Fiber optic
C0813,Month-to-month,56.65,2348.94,Electronic check,DSL
C1703,One year,109.32,6887.13,Credit card,Fiber optic
C5370,Month-to-month,95.43,3542.37,Electronic check,
C2168,Month-to-month,71.54,3744.99,Electronic check,DSL
C0666,Month-to-month,77.52,,Credit card,DSL
C1287,One year,39.54,2095.27,Bank transfer,Fiber optic
C1965,Month-to-month,32.75,2290.89,Electronic check,
C1424,Month-to-month,98.86,5292.11,Mailed check,DSL
C4522,Month-to-month,113.34,5274.66,Electronic check,DSL
C0615,Month-to-month,99.42,4506.56,Electronic check,Fiber optic
